order_id,customer_id,order_date,delivery_date,total_amount,discount_applied,tax_amount,shipping_cost,order_status,payment_method,notes
35115,4444,2022-05-10,2022-05-16,8038.87,9.1,17.38,8.94,Delivered,Debit Card,But item once week matter compare enough.
35116,108,2024-08-15,2024-08-18,1903.29,27.24,21.97,15.56,Shipped,Cash,Care until increase truth main pull this them.
35117,5112,2022-09-15,2022-09-19,2672.7,2.06,16.55,12.32,Pending,Debit Card,Rather amount man this.
35118,6493,2022-01-14,2022-01-18,2285.64,19.06,17.92,17.59,Delivered,Credit Card,Society place American marriage.
35119,3669,2023-04-11,2023-04-18,6795.73,8.59,6.62,5.08,Cancelled,Debit Card,Method south much stand guy they.
35120,3393,2024-08-10,2024-08-16,0.0,11.08,19.48,12.21,Returned,PayPal,After majority national hard.
35121,1350,2024-05-07,2024-05-14,1779.39,10.69,10.81,10.07,Cancelled,PayPal,Sister ago election.
35122,8309,2023-01-04,2023-01-08,5297.530000000001,1.19,7.03,6.25,Shipped,Cash,Investment perform notice dark entire group.
35123,8162,2023-04-22,2023-04-25,2870.56,26.16,8.66,9.21,Pending,Debit Card,Adult eight job prevent store list similar.
35124,2574,2023-10-07,2023-10-14,4595.16,25.36,7.29,9.31,Shipped,Credit Card,Significant near heart product.
35125,5022,2023-06-26,2023-07-05,4702.14,20.92,24.49,19.94,Pending,Cash,Speech resource adult wrong foot whose spend.
35126,6200,2022-04-09,2022-04-11,774.63,3.14,23.58,6.77,Cancelled,Debit Card,Possible body dark it board whatever create rise.
35127,5155,2024-08-12,2024-08-22,7217.820000000001,9.17,15.21,14.72,Delivered,PayPal,Against television owner which still.
35128,5997,2024-12-20,2024-12-29,1231.56,1.55,13.77,12.05,Pending,Debit Card,Media authority student.
35129,7462,2022-10-29,2022-11-02,3349.55,11.96,23.14,11.67,Shipped,Credit Card,Effect especially behind local treatment direction chance.
35130,1774,2023-03-19,2023-03-28,2363.34,8.22,9.26,12.44,Delivered,Cash,Sea less probably item environmental upon discuss.
35131,5850,2024-09-23,2024-09-28,3378.61,4.15,12.12,9.53,Delivered,PayPal,Car every Democrat.
35132,2385,2022-11-07,2022-11-14,2586.6400000000003,2.89,14.89,13.25,Shipped,PayPal,Community throughout set close.
35133,3110,2024-06-14,2024-06-18,873.92,25.62,12.97,5.65,Pending,Cash,Technology lot through model challenge energy.
35134,5070,2022-12-25,2022-12-29,3984.96,1.97,5.21,18.19,Cancelled,Cash,Member collection enjoy leave boy.
35135,8071,2024-05-09,2024-05-15,3590.9300000000003,24.93,11.75,10.8,Shipped,Debit Card,Wind future less you.
35136,3516,2024-06-10,2024-06-19,4136.35,28.25,21.96,12.61,Cancelled,PayPal,Himself black full service.
35137,8232,2023-01-30,2023-02-01,853.97,8.69,9.92,8.14,Shipped,Debit Card,Allow all nothing fill learn conference.
35138,354,2024-07-06,2024-07-10,1858.5,2.99,20.36,19.82,Cancelled,Cash,Challenge school about card attention shake analysis.
35139,507,2024-08-03,2024-08-08,4710.34,22.49,14.67,5.92,Returned,Debit Card,Leg around interesting.
35140,2190,2023-12-12,2023-12-20,1907.79,7.27,21.83,14.82,Pending,Credit Card,Condition per notice certainly inside.
35141,1220,2023-09-18,2023-09-28,2674.52,16.37,20.28,9.25,Pending,Credit Card,Pm officer plant of role between.
35142,6040,2022-02-06,2022-02-15,197.02,29.71,20.02,15.31,Delivered,Debit Card,Environment time responsibility matter than guy center.
35143,1531,2024-04-24,2024-05-03,1244.46,22.57,10.3,13.49,Shipped,PayPal,Conference southern president always mind.
35144,1405,2023-03-06,2023-03-13,1238.44,10.56,16.74,15.97,Delivered,PayPal,Heart bill cause ready system.
35145,2105,2023-04-11,2023-04-20,987.9200000000001,6.94,5.74,18.2,Delivered,Debit Card,Finally century environmental fund chair job.
35146,5528,2023-01-04,2023-01-09,10872.64,1.97,11.31,13.15,Pending,PayPal,Else grow center century expert southern price young.
35147,9856,2023-05-05,2023-05-13,6966.37,3.2,20.62,11.65,Shipped,PayPal,Major politics debate wear official.
35148,6802,2023-02-27,2023-03-08,8900.47,2.9,12.53,16.81,Pending,PayPal,Toward despite participant eight remember role light often.
35149,8967,2024-06-10,2024-06-18,1970.3899999999999,16.11,12.33,7.07,Returned,Credit Card,Either nothing note level issue.
35150,3514,2024-10-25,2024-10-30,466.88,21.29,18.11,19.24,Delivered,Cash,Work defense fall for land.
35151,1463,2023-04-03,2023-04-12,390.96,9.4,21.51,18.18,Shipped,PayPal,Stage assume want ground full audience listen.
35152,8585,2024-01-03,2024-01-12,3921.76,28.82,21.34,12.72,Cancelled,Cash,Country democratic reduce arrive.
35153,3454,2024-07-17,2024-07-22,4527.349999999999,13.29,7.13,10.24,Shipped,Cash,South mouth question use west.
35154,5959,2022-04-07,2022-04-16,4509.8,28.65,9.68,13.46,Cancelled,Credit Card,Yet four life a never range.
35155,9422,2022-04-24,2022-04-28,8632.14,29.82,11.25,8.95,Shipped,Cash,Happen heart use impact produce lawyer teacher.
35156,7533,2024-05-26,2024-06-02,5199.01,14.06,14.86,18.07,Shipped,Cash,Throw southern better continue.
35157,709,2024-10-06,2024-10-12,6935.25,17.29,19.4,15.06,Returned,Credit Card,Kid form wall race.
35158,6911,2022-08-04,2022-08-12,5820.9400000000005,21.64,14.54,17.49,Cancelled,Cash,Remember sure early word happy.
35159,5232,2024-08-19,2024-08-21,0.0,1.33,19.04,11.66,Returned,PayPal,Buy often man everybody sometimes star song.
35160,2611,2022-09-12,2022-09-15,4372.41,26.22,8.26,8.38,Delivered,Credit Card,Kid organization me.
35161,2374,2024-07-21,2024-07-31,7246.45,6.53,14.59,16.46,Shipped,PayPal,State three project imagine.
35162,6058,2022-03-24,2022-04-02,6556.57,23.88,8.32,13.59,Delivered,Credit Card,Enter example not oil.
35163,7463,2022-11-12,2022-11-16,2126.73,28.64,11.14,9.99,Shipped,Credit Card,Evening under try room agreement series.
35164,7605,2024-01-05,2024-01-12,4599.099999999999,10.4,24.09,10.79,Shipped,Cash,Court wear around alone admit later crime.
35165,8934,2024-11-22,2024-12-01,2874.43,9.99,17.0,17.75,Shipped,PayPal,Probably always Democrat join southern collection several.
35166,8197,2022-08-18,2022-08-27,3727.6099999999997,2.11,14.56,12.25,Cancelled,Credit Card,Simply then dinner exactly detail maybe.
35167,962,2024-03-07,2024-03-14,4809.41,11.55,21.96,19.95,Delivered,Credit Card,Follow up interesting right pay trip.
35168,2910,2024-03-26,2024-03-29,1035.71,26.43,21.98,14.17,Pending,Cash,Natural south interview several computer discussion.
35169,7767,2022-08-22,2022-08-25,11577.26,14.27,14.86,19.6,Delivered,Cash,White item seek computer enter.
35170,9301,2023-09-22,2023-09-27,3164.41,17.07,21.51,18.72,Pending,Credit Card,Sign affect loss some who one financial.
35171,6835,2024-12-26,2025-01-01,2574.72,9.84,14.48,5.16,Shipped,Cash,Guy see debate main remain possible write activity.
35172,4979,2022-10-09,2022-10-19,3711.29,11.53,22.76,9.51,Delivered,Cash,Rather person reflect education task.
35173,9619,2023-12-28,2024-01-02,9737.56,17.32,14.17,14.31,Returned,Cash,International leg respond week single politics travel.
35174,9662,2022-05-06,2022-05-11,2291.28,10.03,22.07,8.58,Delivered,PayPal,Yourself necessary realize little democratic occur after.
35175,1616,2024-07-31,2024-08-10,6628.71,1.08,11.48,5.56,Cancelled,Credit Card,Tax successful type allow.
35176,2294,2022-11-29,2022-12-04,5842.73,20.2,12.75,8.92,Delivered,Cash,Poor statement however southern choice.
35177,4859,2023-08-09,2023-08-15,1690.74,25.72,16.14,10.9,Delivered,Debit Card,Have huge energy hit.
35178,2499,2022-08-04,2022-08-06,1550.72,13.18,18.4,17.79,Returned,Credit Card,Piece program research discussion reach own.
35179,7586,2023-09-23,2023-09-28,2355.38,13.53,19.11,12.2,Shipped,Cash,Whole rather adult southern.
35180,6140,2024-05-28,2024-06-02,2921.8,22.55,17.56,12.09,Cancelled,Debit Card,Measure anything out purpose trade sense.
35181,9720,2022-01-11,2022-01-14,3315.6,28.25,11.33,19.78,Shipped,Credit Card,Present teacher civil call care.
35182,5306,2022-04-29,2022-05-06,2593.42,0.06,14.99,12.56,Shipped,Debit Card,College movement high teach theory.
35183,6804,2023-03-19,2023-03-24,1628.12,24.44,24.13,15.58,Pending,PayPal,Enter she hundred edge structure choose she wear.
35184,1786,2022-08-29,2022-08-31,820.26,21.47,13.22,19.82,Cancelled,PayPal,Way letter series contain.
35185,2514,2024-02-19,2024-02-23,5367.0,8.46,22.15,5.6,Returned,Debit Card,Appear very price indeed nothing.
35186,3630,2022-09-04,2022-09-06,4402.18,28.19,16.53,19.65,Cancelled,Cash,Finally population third him.
35187,2280,2024-09-21,2024-09-26,819.8199999999999,27.03,17.64,8.16,Shipped,Debit Card,Young building rule former.
35188,9376,2022-08-10,2022-08-13,3698.25,1.53,21.15,19.21,Shipped,Debit Card,Blood little than stock white technology service.
35189,5477,2022-05-22,2022-05-26,1934.85,7.34,7.86,18.53,Shipped,Cash,Drive truth letter thank suffer exist answer.
35190,9354,2024-04-17,2024-04-23,8655.060000000001,0.05,7.8,8.96,Cancelled,Credit Card,Billion particularly to long stop agency.
35191,5879,2024-09-30,2024-10-09,4428.32,18.18,5.03,12.06,Returned,Cash,Remain wall often inside.
35192,5166,2022-03-01,2022-03-08,4671.88,7.09,15.63,14.28,Pending,Cash,Special most house agreement whatever.
35193,8866,2024-08-13,2024-08-16,10668.88,21.97,6.39,8.48,Pending,Cash,Head style information able foreign particularly.
35194,5989,2022-03-20,2022-03-24,2021.1499999999999,10.47,14.32,6.83,Cancelled,PayPal,Outside tell evening job hundred boy.
35195,6779,2022-03-03,2022-03-08,5225.46,12.33,23.48,15.16,Cancelled,Credit Card,Participant away same yet red walk onto detail.
35196,2451,2024-11-21,2024-11-24,3884.73,12.43,18.27,8.63,Pending,Credit Card,Hear coach lay want.
35197,1128,2024-09-21,2024-10-01,6556.52,23.94,8.65,12.51,Returned,Credit Card,Modern anything grow throw when method.
35198,921,2024-01-25,2024-01-31,9810.57,15.24,8.5,13.95,Returned,Cash,High present yourself rule.
35199,9516,2023-05-02,2023-05-06,4977.42,23.71,6.24,10.35,Returned,Cash,Tough store particularly effect relationship.
35200,1905,2024-02-15,2024-02-23,1858.06,5.04,8.48,8.43,Pending,Cash,Decade area character.
35201,2138,2024-08-26,2024-09-03,2186.26,21.55,9.94,18.66,Shipped,PayPal,Can letter technology machine point consider.
35202,3289,2023-04-13,2023-04-16,6827.87,0.65,13.32,6.46,Cancelled,PayPal,Read surface source summer.
35203,4156,2024-03-23,2024-03-28,10208.9,23.42,9.08,18.57,Cancelled,Debit Card,Nor approach test letter interesting cell dinner throughout.
35204,8351,2022-03-07,2022-03-13,716.31,1.2,14.84,14.85,Shipped,Cash,Third nearly trip beyond senior my kitchen.
35205,4671,2022-04-11,2022-04-20,5258.43,23.71,23.73,19.71,Shipped,Debit Card,Candidate much series season off.
35206,9224,2024-03-28,2024-04-04,3517.49,6.54,8.37,7.58,Cancelled,Credit Card,Card three quality.
35207,9305,2023-03-09,2023-03-11,6987.52,21.12,5.65,15.87,Shipped,PayPal,Degree billion movement individual.
35208,494,2024-05-10,2024-05-20,3634.5,14.63,5.98,16.71,Returned,Credit Card,Language car couple into poor score.
35209,8427,2022-09-17,2022-09-25,4144.08,28.68,6.13,16.55,Delivered,Credit Card,Under its firm any decade wish.
35210,742,2023-08-22,2023-08-28,866.88,4.36,7.12,16.83,Returned,PayPal,Line unit action authority.
35211,2938,2022-11-15,2022-11-21,9747.72,1.51,20.86,16.31,Shipped,PayPal,Company main remain understand its.
35212,5891,2022-11-04,2022-11-09,9876.81,3.17,20.97,8.22,Delivered,Credit Card,Beautiful ever candidate sport indicate.
35213,6572,2024-05-04,2024-05-14,6449.92,26.65,23.77,13.73,Cancelled,Credit Card,Firm energy hold drug exist.
35214,6023,2022-04-24,2022-04-27,5650.5,29.06,21.98,14.4,Cancelled,PayPal,Suffer recent discover bill without leave thus standard.
35215,3106,2023-05-30,2023-06-03,5254.98,21.73,20.14,13.22,Shipped,Cash,Including building include government similar home require.
35216,4853,2023-08-08,2023-08-13,9708.48,17.04,9.05,12.22,Cancelled,PayPal,Scene fish top will them group card.
35217,7998,2022-02-12,2022-02-16,10941.0,29.7,8.23,17.22,Returned,Credit Card,Authority design season large meeting.
35218,2938,2024-08-05,2024-08-09,2487.19,26.76,5.01,13.26,Returned,PayPal,Look ground eight seven safe war.
35219,7712,2023-08-04,2023-08-11,12631.970000000001,22.85,7.22,16.03,Pending,Debit Card,Season she fill whole themselves interview.
35220,7659,2024-08-18,2024-08-24,3461.1499999999996,9.64,23.29,10.1,Cancelled,Credit Card,Thus everything break as film.
35221,2419,2022-06-19,2022-06-25,13946.49,17.6,19.1,19.15,Cancelled,PayPal,Reduce tree ahead indeed though.
35222,7102,2023-10-14,2023-10-17,6666.15,27.79,17.59,11.09,Cancelled,PayPal,Cut at movement every phone lot need.
35223,9947,2023-05-11,2023-05-20,10859.55,0.31,6.97,19.06,Cancelled,Debit Card,Necessary future bad production I.
35224,4195,2022-11-02,2022-11-07,2261.37,8.51,18.34,10.14,Pending,Debit Card,Will light save off research.
35225,6044,2022-05-14,2022-05-19,5651.64,17.7,23.05,11.04,Shipped,PayPal,Amount senior account safe notice budget international green.
35226,3172,2024-07-31,2024-08-02,10020.26,2.83,9.28,7.46,Delivered,Credit Card,Government across traditional old.
35227,6318,2023-02-17,2023-02-22,2528.27,22.77,18.31,5.73,Pending,Cash,Power despite hand war good hot treatment.
35228,4631,2022-12-26,2023-01-02,152.16,26.33,18.15,8.87,Cancelled,PayPal,Dog space land method than use live.
35229,5569,2023-12-26,2023-12-29,4824.26,20.72,8.93,9.07,Cancelled,Debit Card,Executive born can drop.
35230,9896,2023-02-04,2023-02-07,9541.91,13.87,9.87,14.93,Cancelled,Cash,Investment too against try computer force.
35231,2643,2024-05-24,2024-05-30,2868.81,12.21,7.92,14.24,Pending,PayPal,Prepare quality gun.
35232,9887,2024-04-17,2024-04-21,7410.83,1.78,10.7,6.39,Pending,PayPal,Nor new claim research view leader six.
35233,3600,2024-02-27,2024-03-01,8441.42,8.99,16.56,12.8,Returned,Cash,Economy they challenge best.
35234,6228,2023-02-18,2023-02-23,3248.67,28.19,17.85,15.69,Pending,Credit Card,Here loss work operation medical begin wide.
35235,7624,2023-11-03,2023-11-10,0.0,24.97,20.2,17.99,Delivered,Debit Card,Grow rock interview my.
35236,9890,2023-12-13,2023-12-21,0.0,26.88,24.91,16.76,Cancelled,Credit Card,Whole big experience.
35237,6649,2023-09-18,2023-09-25,8664.36,19.35,14.98,16.24,Delivered,PayPal,Technology trade stay administration.
35238,2577,2024-05-18,2024-05-21,1945.94,22.49,16.98,14.98,Shipped,PayPal,Vote under apply task analysis current important bed.
35239,2195,2024-02-14,2024-02-18,2570.98,28.8,18.92,19.77,Pending,PayPal,He business leader.
35240,2201,2024-12-13,2024-12-20,8109.25,5.7,20.85,11.97,Returned,Credit Card,Because hour season improve home.
35241,2183,2022-04-08,2022-04-16,9225.75,24.88,6.53,15.1,Returned,PayPal,Media less successful identify key management quickly church.
35242,4546,2024-05-12,2024-05-20,2403.68,29.47,15.88,14.47,Delivered,PayPal,Fine establish baby pattern dream.
35243,8646,2023-06-06,2023-06-15,2727.41,16.05,11.75,15.12,Delivered,Cash,System southern simply hotel thank suffer six.
35244,4170,2022-04-07,2022-04-16,2757.6800000000003,7.82,17.93,12.23,Returned,Debit Card,From really go all each start.
35245,8225,2022-12-09,2022-12-14,9274.45,22.98,23.18,16.65,Shipped,Debit Card,Wind rest go ok huge action relationship.
35246,8344,2024-12-22,2024-12-26,2090.82,29.01,11.53,7.16,Pending,PayPal,End adult part western.
35247,6010,2022-07-31,2022-08-09,7732.2300000000005,2.66,16.6,17.36,Returned,PayPal,Miss group country tax son health.
35248,9980,2024-10-15,2024-10-23,3783.2699999999995,8.28,23.27,7.76,Shipped,Credit Card,White seek cell executive meeting away.
35249,1953,2023-08-21,2023-08-27,2070.48,5.65,19.5,8.52,Pending,Cash,Bit lead who goal image again choose relationship.
35250,8730,2024-12-30,2025-01-02,1627.18,10.79,13.16,11.8,Cancelled,Debit Card,Today keep simply gas environment degree never for.
35251,3398,2022-04-20,2022-04-27,5301.700000000001,4.67,5.47,7.17,Returned,Credit Card,Painting unit much child fear.
35252,6420,2024-08-09,2024-08-14,1643.8899999999999,12.67,21.25,12.81,Pending,Credit Card,Still back money partner very statement executive.
35253,2800,2022-10-05,2022-10-08,4640.01,27.73,16.38,16.44,Shipped,Debit Card,Relationship his game tax season race pressure.
35254,1141,2023-09-24,2023-09-29,3008.29,5.18,19.07,15.34,Pending,PayPal,Bed for church add head.
35255,8246,2022-03-22,2022-03-25,4578.8099999999995,27.86,24.4,14.09,Delivered,Debit Card,Officer seek age human add.
35256,3228,2023-06-24,2023-06-28,5426.54,26.44,7.21,5.2,Delivered,Cash,Financial responsibility star executive.
35257,4487,2024-07-05,2024-07-11,2594.26,9.7,24.74,6.83,Pending,Credit Card,A conference under girl.
35258,967,2022-11-16,2022-11-25,4688.0,13.53,9.87,14.28,Delivered,Cash,Rock unit safe large another voice.
35259,979,2023-05-11,2023-05-20,3520.0,8.12,10.7,9.03,Delivered,Debit Card,Born up personal collection better.
35260,7378,2024-10-09,2024-10-13,1970.12,3.07,19.87,13.69,Delivered,Debit Card,Science show occur.
35261,386,2022-05-17,2022-05-23,5175.67,25.49,8.96,13.71,Pending,Debit Card,Suggest use reveal red.
35262,2878,2023-08-17,2023-08-23,5995.31,26.15,15.03,8.78,Cancelled,Credit Card,Ago try pull role.
35263,1750,2024-06-12,2024-06-21,1258.6,29.38,6.12,18.43,Cancelled,Cash,Design concern us because American great.
35264,6777,2023-06-28,2023-07-04,432.49,18.89,12.52,18.15,Cancelled,Debit Card,Red return development medical some piece.
35265,4833,2023-06-17,2023-06-27,14273.9,6.27,10.13,6.43,Cancelled,Debit Card,Choice everybody cold agent child red ability.
35266,4653,2023-05-20,2023-05-25,2044.5600000000002,21.76,23.54,10.71,Cancelled,PayPal,Risk loss expert every only nor.
35267,1235,2024-10-20,2024-10-26,6830.97,14.94,21.39,13.63,Pending,Credit Card,Call today quickly huge scene song forward.
35268,5012,2023-04-18,2023-04-28,7301.3099999999995,23.75,5.91,19.81,Cancelled,Credit Card,Sure hear though each left draw vote.
35269,6916,2024-04-18,2024-04-24,2294.37,20.15,6.0,7.78,Returned,PayPal,Clear hit course rule last conference manager.
35270,7850,2022-01-18,2022-01-25,269.16,29.69,5.83,18.92,Pending,Debit Card,Her information food to none ready.
35271,9786,2023-07-21,2023-07-26,4398.92,3.7,10.12,15.13,Shipped,PayPal,Beautiful senior professional fund alone share.
35272,7427,2023-04-20,2023-04-23,1152.82,27.2,16.28,12.8,Pending,Cash,Coach personal remember college rate level media.
35273,6348,2022-08-02,2022-08-10,2915.2400000000002,0.94,11.66,15.89,Returned,Debit Card,Top them no within family.
